Additive_Name,Chemical_Abstracts_Service_Number,European_Number,Allowed in America,Allowed in Europe
Ethyl Nonanoate, 123-29-5,,Y,
Ethyl Octadecanoate, 111-61-5,,Y,
Ethyl Octanoate, 106-32-1,,Y,
Ethyl Oleate, 111-62-6,,Y,
Ethyl Palmitate, 628-97-7,,Y,
Ethyl P-Anisate, 94-30-4,,Y,
Ethyl Phenylacetate, 101-97-3,,Y,
Ethyl Propionate, 105-37-3,,Y,
Ethyl Propyl Disulfide, 30453-31-7,,Y,
Ethyl Propyl Trisulfide, 31499-70-4,,Y,
Ethyl Pyruvate, 617-35-6,,Y,
Ethyl Salicylate, 118-61-6,,Y,
Ethyl Sorbate, 2396-84-1,,Y,
Ethyl Thioacetate, 625-60-5,,Y,
Ethyl Tiglate, 5837-78-5,,Y,
"Ethyl Trans-2,Cis-4-Decadienoate", 3025-30-7,,Y,
Ethyl Trans-2-Decenoate, 7367-88-6,,Y,
Ethyl Trans-2-Hexenoate, 27829-72-7,,Y,
Ethyl Trans-2-Methyl-2-Pentenoate, 1617-40-9,,Y,
Ethyl Trans-2-Octenoate, 7367-82-0,,Y,
Ethyl Trans-4-Decenoate, 76649-16-6,,Y,
Ethyl Undecanoate, 627-90-7,,Y,
Ethyl Valerate, 539-82-2,,Y,
Ethyl Vanillin, 121-32-4,,Y,
Ethyl Vanillin Beta-D-Glucopyranoside, 122397-96-0,,Y,
Ethyl Vanillin Isobutyrate, 188417-26-7,,Y,
Ethyl Vanillin Propylene Glycol Acetal, 68527-76-4,,Y,
Ethylamine, 75-04-7,,Y,
Ethylene Dichloride, 107-06-2,,Y,
Ethylene Glycol Distearate, 627-83-8,,Y,
Ethylene Glycol Monobutyl Ether, 111-76-2,,Y,
Ethylene Glycol Monoethyl Ether, 110-80-5,,Y,
Ethylene Glycol Monophenyl Ether, 122-99-6,,Y,
Ethylene Oxide Polymer, 9002-90-8,,Y,
"Ethylene Oxide Polymer, Alkyl Adduct", 977047-83-8,,Y,
"Ethylene Oxide Polymer, Alkyl Adduct, Phosphate Ester", 977092-23-1,,Y,
Ethylene Oxide/Propylene Oxide Copolymer, 9003-11-6,,Y,
"Ethylene Oxide/Propylene Oxide Copolymer (Avg M W 14,000)", 977057-87-6,,Y,
"Ethylene Oxide/Propylene Oxide Copolymer (Avg M W 3,500-4,125)", 977057-83-2,,Y,
"Ethylene Oxide/Propylene Oxide Copolymer (Avg M W 9,760 - 13,200)", 977057-91-2,,Y,
"Ethylene Oxide/Propylene Oxide Copolymer (Min Avg M W 1,900)", 977057-63-8,,Y,
"Ethylene Oxide/Propylene Oxide Copolymer, Alkyl Adduct", 977083-02-5,,Y,
"Ethylene Oxide/Propylene Oxide Copolymer, Alkyl Adduct, Phosphate Ester", 977083-03-6,,Y,
Ethylene Oxide--Nlfg, 75-21-8,,Y,
Ethylenediamine, 107-15-3,,Y,
Ethylenediaminetetraacetic Acid Disodium Salt, 6381-92-6,,Y,
Ethyl-P-Hydroxybenzoate,,E 214,,Y
Eucalyptol, 470-82-6,,Y,
"Eucalyptus, Oil (Eucalyptus Globulus Labille)", 8000-48-4,,Y,
Eugenol, 97-53-0,,Y,
Eugenyl Acetate, 93-28-7,,Y,
Eugenyl Benzoate, 531-26-0,,Y,
Eugenyl Formate, 10031-96-6,,Y,
Eugenyl Isovalerate, 61114-24-7,,Y,
Eugenyl Methyl Ether--Nlfg, 93-15-2,,Y,
Extracts Of Rosemary,,E 392,,Y
Farnesal, 19317-11-4,,Y,
Farnesene, 502-61-4,,Y,
Farnesol, 4602-84-0,,Y,
Fatty Acid Esters Of Ascorbic Acid,,E 304,,Y
Fatty Acids, 67254-79-9,E 570,Y,Y
"Fatty Alcohols, Synthetic", 977096-86-8,,Y,
Fd&C Blue No. 1, 3844-45-9,,Y,
"Fd&C Blue No. 1, Aluminum Lake", 68921-42-6,,Y,
"Fd&C Blue No. 1, Calcium Lake", 977011-13-4,,Y,
Fd&C Blue No. 2, 860-22-0,,Y,
"Fd&C Blue No. 2, Aluminum Lake", 16521-38-3,,Y,
"Fd&C Blue No. 2, Calcium Lake", 977011-14-5,,Y,
Fd&C Green No. 3, 2353-45-9,,Y,
"Fd&C Green No. 3, Aluminum Lake", 977011-88-3,,Y,
"Fd&C Green No. 3, Calcium Lake", 977011-12-3,,Y,
Fd&C Red No. 3, 16423-68-0,,Y,
Fd&C Red No. 40, 25956-17-6,E 129,Y,Y
"Fd&C Red No. 40, Aluminum Lake", 977154-53-2,,Y,
"Fd&C Red No. 40, Calcium Lake", 977011-17-8,,Y,
Fd&C Yellow No. 5, 1934-21-0,,Y,
"Fd&C Yellow No. 5, Aluminum Lake", 12225-21-7,,Y,
"Fd&C Yellow No. 5, Calcium Lake", 977011-18-9,,Y,
Fd&C Yellow No. 6, 2783-94-0,,Y,
"Fd&C Yellow No. 6, Aluminum Lake", 15790-07-5,,Y,
"Fd&C Yellow No. 6, Calcium Lake", 977083-04-7,,Y,
Fenchyl Alcohol, 1632-73-1,,Y,
"Fennel, Common (Foeniculum Vulgare Mill.)", 977001-13-0,,Y,
"Fennel, Sweet (Foeniculum Vulgare Mill. Var. Dulce (D.c.) Alef.)", 977007-85-4,,Y,
"Fennel, Sweet, Oil (Foeniculum Vulgare Mill. Var. Dulce (D.c.) Alef.)", 8006-84-6,,Y,
Fenugreek (Trigonella Foenum-Graecum L.), 977155-29-5,,Y,
"Fenugreek, Extract (Trigonella Foenum-Graecum L.)", 84625-40-1,,Y,
"Fenugreek, Oleoresin (Trigonella Foenum-Graecum L.)", 977018-53-3,,Y,
"Ferric Ammonium Citrate, Brown", 1332-98-5,,Y,
Ferric Chloride, 7705-08-0,,Y,
Ferric Citrate, 28633-45-6,,Y,
Ferric Oxide, 1309-37-1,,Y,
Ferric Peptonate, 977089-86-3,,Y,
Ferric Phosphate, 10045-86-0,,Y,
Ferric Pyrophosphate, 10058-44-3,,Y,
Ferric Sodium Pyrophosphate, 10045-87-1,,Y,
Ferric Sulfate, 10028-22-5,,Y,
Ferrocyanide Salts, 977171-91-7,,Y,
Ferrous Ascorbate, 24808-52-4,,Y,
Ferrous Carbonate, 563-71-3,,Y,
Ferrous Citrate, 23383-11-1,,Y,
Ferrous Fumarate, 141-01-5,,Y,
Ferrous Gluconate, 6047-12-7,E 579,Y,Y
Ferrous Lactate, 5905-52-2,E 585,Y,Y
Ferrous L-Lactate, 85993-25-5,,Y,
Ferrous Peptonate, 977089-87-4,,Y,
Ferrous Sulfate, 7782-63-0,,Y,
Ficin, 9001-33-6,,Y,
Fir (Pine) Needles And Twigs (Abies Sibirica Ledeb.), 8021-29-2,,Y,
"Fir Needles And Twigs, Oil (Abies Spp.)", 8021-28-1,,Y,
"Fir, Balsam, Needles And Twigs (Abies Balsamea (L.) Mill.)", 977107-97-3,,Y,
Fish Oil (Hydrogenated), 91078-95-4,,Y,
"Fish Protein Concentrate, Whole", 977050-73-9,,Y,
Fish Protein Isolate, 977080-38-8,,Y,
Folic Acid, 59-30-3,,Y,
Food Printig Additives,,E 172-507,,Y
Formaldehyde, 50-00-0,,Y,
Formic Acid, 64-18-6,,Y,
Fruit Juice, 977010-51-7,,Y,
Fullers Earth, 8031-18-3,,Y,
Fumaric Acid, 110-17-8,E 297,Y,Y
Fungal Hemicellulase, 977147-94-6,,Y,
Fungal Pectinase, 977033-80-9,,Y,
Furcelleran, 9000-21-9,,Y,
Furcelleran And Salts Of Furcelleran, 977043-65-4,,Y,
"Furcelleran, Ammonium Salt Of", 977089-77-2,,Y,
"Furcelleran, Calcium Salt Of", 88845-49-2,,Y,
"Furcelleran, Potassium Salt Of", 92880-86-9,,Y,
"Furcelleran, Sodium Salt Of", 92880-87-0,,Y,
Furfural, 98-01-1,,Y,
Furfural Propyleneglycol Acetal, 4359-54-0,,Y,
Furfuryl 2-Methyl-3-Furyl Disulfide, 109537-55-5,,Y,
Furfuryl 3-Methylbutanoate, 13678-60-9,,Y,
Furfuryl Acetate, 623-17-6,,Y,
Furfuryl Alcohol, 98-00-0,,Y,
Furfuryl Butyrate, 623-21-2,,Y,
Furfuryl Decanoate, 39252-05-6,,Y,
Furfuryl Formate, 13493-97-5,,Y,
Furfuryl Isopropyl Sulfide, 1883-78-9,,Y,
Furfuryl Mercaptan, 98-02-2,,Y,
Furfuryl Methyl Ether, 13679-46-4,,Y,
Furfuryl Methyl Sulfide, 1438-91-1,,Y,
Furfuryl Propionate, 623-19-8,,Y,
Furfuryl Propyl Disulfide, 252736-36-0,,Y,
Furfuryl Thioacetate, 13678-68-7,,Y,
Furfuryl Thiopropionate, 59020-85-8,,Y,
"Fusel Oil, Refined", 8013-75-0,,Y,
"Galanga, Greater (Alpinia Galanga Willd)", 977050-77-3,,Y,
Galangal Root (Alpinia Spp.), 977038-75-7,,Y,
"Galangal Root, Extract (Alpinia Spp.)", 977038-76-8,,Y,
"Galangal Root, Oil (Alpinia Spp.)", 8024-40-6,,Y,
"Galbanum, Oil (Ferula Spp.)", 8023-91-4,,Y,
"Galbanum, Resin (Ferula Spp.)", 9000-24-2,,Y,
Gambir (Uncaria Gambir Roxb.), 8001-48-7,,Y,
Gamma-Decalactone, 706-14-9,,Y,
Gamma-Dodecalactone, 2305-05-7,,Y,
Gamma-Glutamyl-Valyl-Glycine, 38837-70-6,,Y,
Gamma-Heptalactone, 105-21-5,,Y,
Gamma-Hexalactone, 695-06-7,,Y,
Gamma-Ionone, 79-76-5,,Y,
Gamma-Methyldecalactone, 7011-83-8,,Y,
Gamma-Nonalactone, 104-61-0,,Y,
Gamma-Octadecalactone, 502-26-1,,Y,
Gamma-Octalactone, 104-50-7,,Y,
Gamma-Terpinene, 99-85-4,,Y,
Gamma-Tocopherol,,E 308,,Y
Gamma-Undecalactone, 104-67-6,,Y,
Gamma-Valerolactone, 108-29-2,,Y,
Gardenia Gummifera Distillate, 853947-47-4,,Y,
Garlic, 977001-81-2,,Y,
Garlic Extract, 8008-99-9,,Y,
"Garlic, Oil (Allium Sativum L.)", 8000-78-0,,Y,
Gelatin, 9000-70-8,,Y,
Gellan Gum, 71010-52-1,E 418,Y,Y
"Genet, Absolute (Spartium Junceum L.)", 977161-78-6,,Y,
"Genet, Extract (Spartium Junceum L.)", 90131-21-8,,Y,
"Gentian Root, Extract (Gentiana Lutea L.)", 72968-42-4,,Y,
"Gentian, Stemless (Gentiana Acaulis L.)", 977088-41-7,,Y,
Geranic Acid, 459-80-3,,Y,
Geraniol, 106-24-1,,Y,
Geranium (Pelargonium Spp.), 977001-35-6,,Y,
Geranium Extract (Pelargonium Spp.), 977091-46-5,,Y,
"Geranium, East Indian, Extract (Cymbopogon Martini Stapf.)", 977091-47-6,,Y,
"Geranium, East Indian, Oil (Cymbopogon Martini Stapf.)", 8014-19-5,,Y,
"Geranium, Oil (Pelargonium Spp.)", 8000-46-2,,Y,
"Geranium, Rose, Oil (Pelargonium Graveolens L'her.)", 977143-78-4,,Y,
Geranyl 2-Methylbutyrate, 68705-63-5,,Y,
Geranyl Acetate, 105-87-3,,Y,
Geranyl Acetoacetate, 10032-00-5,,Y,
Geranyl Acetone, 3796-70-1,,Y,
Geranyl Benzoate, 94-48-4,,Y,
Geranyl Butyrate, 106-29-6,,Y,
Geranyl Formate, 105-86-2,,Y,
Geranyl Hexanoate, 10032-02-7,,Y,
Geranyl Isobutyrate, 2345-26-8,,Y,
Geranyl Isovalerate, 109-20-6,,Y,
Geranyl Phenylacetate, 102-22-7,,Y,
Geranyl Propionate, 105-90-8,,Y,
Geranyl Tiglate, 7785-33-3,,Y,
Geranyl Valerate, 10402-47-8,,Y,
"Germander, Chamaedrys (Teucrium Chamaedrys L.)", 977081-08-5,,Y,
"Germander, Chamaedrys, Extract (Teucrium Chamaedrys L.)", 977091-51-2,,Y,
"Germander, Chamaedrys, Extract Solid (Teucrium Chamaedrys L.)", 977091-52-3,,Y,
"Germander, Golden (Teucrium Polium L.)", 977088-44-0,,Y,
"Ghatti, Gum (Anogeissus Latifolia Wall.)", 9000-28-6,,Y,
Gibberellic Acid & Potassium Gibberellate, 977136-81-4,,Y,
Ginger (Zingiber Officinale Rosc.), 977001-38-9,,Y,
"Ginger, Extract (Zingiber Officinale Rosc.)", 84696-15-1,,Y,
"Ginger, Oil (Zingiber Officinale Rosc.)", 8007-08-7,,Y,
"Ginger, Oleoresin (Zingiber Officinale Rosc.)", 8002-60-6,,Y,
Gluconic Acid,,E 574,,Y
Glucono-Delta Lactone, 90-80-2,E 575,Y,Y
Glucose Isomerase From Bacillus Coagulans, 977042-63-9,,Y,
Glucose Isomerase From Immobilized Arthrobacter Globiformis, 977090-08-6,,Y,
Glucose Isomerase From Streptomyces Olivaceus, 977078-16-2,,Y,
Glucose Isomerase From Streptomyces Olivochromogenes, 977090-07-5,,Y,
Glucose Isomerase From Streptomyces Rubiginosus, 977090-06-4,,Y,
Glucose Oxidase Catalase Preparation, 9001-35-8,,Y,
Glucose Oxidase From Aspergillus Niger, 977031-82-5,,Y,
Glucose Oxidase From Penicillium Notatum, 977090-09-7,,Y,
Glucose Pentaacetate, 83-87-4,,Y,
Glucosidase From Aspergillus Flavus, 977091-48-7,,Y,
Glucosidase From Aspergillus Niger, 977091-49-8,,Y,
Glucosidase From Aspergillus Oryzae, 977091-50-1,,Y,
Glutamic Acid Hydrochloride, 138-15-8,E 620,Y,Y
Glutaraldehyde, 111-30-8,,Y,
"Gluten, Gum", 977091-56-7,,Y,
Glycerin, 56-81-5,,Y,
"Glycerin, Synthetic", 977091-53-4,,Y,
Glycerol,,E 422,,Y
Glycerol Esters Of Wood Rosins,,E 445,,Y
Glycerol Tributyrate, 60-01-5,,Y,
Glyceryl 5-Hydroxydecanoate, 26446-31-1,,Y,
Glyceryl 5-Hydroxydodecanoate, 26446-32-2,,Y,
Glyceryl Behenate, 77538-19-3,,Y,
Glyceryl Diacetate (Diacetin),,E 1517,,Y
Glyceryl Lactooleate, 30283-16-0,,Y,
Glyceryl Lactopalmitate, 1338-09-6,,Y,
Glyceryl Monooleate, 25496-72-4,,Y,
Glyceryl Monostearate, 31566-31-1,,Y,
Glyceryl Palmitostearate, 8067-32-1,,Y,
Glyceryl Triacetate (Triacetin),,E 1518,,Y
Glyceryl Tribenzoate, 614-33-5,,Y,
Glyceryl Tripropanoate, 139-45-7,,Y,
Glyceryl Tristearate, 555-43-1,,Y,
Glyceryl-Lacto Esters Of Fatty Acids, 977051-31-2,,Y,
Glycine, 56-40-6,E 640,Y,Y
Glycocholic Acid, 475-31-0,,Y,
"Glycyrrhizin, Ammoniated (Glycyrrhiza Spp.)", 53956-04-0,,Y,
Gold,,E 175,,Y
Grains Of Paradise (Aframomum Melegueta (Rosc.) K. Schum.), 977050-87-5,,Y,
Grape Color Extract, 977091-57-8,,Y,
"Grape Essence, Natural", 977091-54-5,,Y,
Grape Seed Extract, 85594-37-2,,Y,
Grape Skin Extract, 11029-12-2,,Y,
"Grapefruit Essence, Natural", 977091-55-6,,Y,
"Grapefruit Oil, Conc.", 977083-05-8,,Y,
"Grapefruit, Extract", 90045-43-5,,Y,
"Grapefruit, Juice", 977038-26-8,,Y,
"Grapefruit, Oil (Citrus Paradisi Macf.)", 8016-20-4,,Y,
"Grapefruit, Oil, Terpeneless (Citrus Paradisi)", 68916-46-1,,Y,
Green S,,E 142,,Y
Ground Limestone, 977032-78-2,,Y,
Guaiac Gum (Guaiacum Spp.), 9000-29-7,,Y,
"Guaiac Gum, Extract (Guaiacum Spp.)", 84650-13-5,,Y,
"Guaiac Wood, Extract (Guaiacum Spp.)", 977083-52-5,,Y,
"Guaiac Wood, Oil (Guaiacum Spp.)", 8016-23-7,,Y,
Guaiacol, 90-05-1,,Y,
Guaiacol Butyrate, 4112-92-9,,Y,
Guaiacol Propionate, 7598-60-9,,Y,
Guaiacyl Acetate, 613-70-7,,Y,
Guaiacyl Isobutyrate, 723759-62-4,,Y,
Guaiacyl Phenylacetate, 4112-89-4,,Y,
Guaiene, 88-84-6,,Y,
Guaiol Acetate, 134-28-1,,Y,
Guanylic Acid,,E 626,,Y
"Guar, Gum (Cyamopsis Tetragonolobus (L.))", 9000-30-0,E 412,Y,Y
"Guarana Seed, Extract", 977145-75-7,,Y,
"Guarana, Gum (Paullinia Cupana Hbk)", 84929-28-2,,Y,
Guava (Psidium Spp.), 977050-90-0,,Y,
Guava Extract, 90045-46-8,,Y,
"Gum Arabic, Hydrogen Octenylbutane Dioate", 455885-22-0,E 414,Y,Y
Gutta Hang Kang (Palaquium Leiocarpum Boerl. And P. Oblongifolium Burck.), 9007-97-0,,Y,
Haematococcus Algae Meal, 977176-72-9,,Y,
"Haw Bark, Black, Extract (Viburnum Prunifolium L.)", 84929-54-4,,Y,
Heliopsis Longipes Extract, 792933-14-3,,Y,
Helium, 7440-59-7,E 939,Y,Y
Hemlock (Tsuga Spp.), 977074-62-6,,Y,
"Hemlock Needles And Twigs, Oil (Tsuga Spp.)", 8008-10-4,,Y,
Hept-2-En-1-Yl Isovalerate, 253596-70-2,,Y,
Heptanal, 111-71-7,,Y,
Heptanal Dimethyl Acetal, 10032-05-0,,Y,
"Heptanal Glyceryl Acetal (Mixed 1,2 And 1,3 Acetals)", 977043-66-5,,Y,
Heptanal Propyleneglycol Acetal, 4351-10-4,,Y,
Heptane-1-Thiol, 1639-09-4,,Y,
Heptanoic Acid, 111-14-8,,Y,
Hept-Trans-2-En-1-Yl Acetate, 16939-73-4,,Y,
Heptyl Acetate, 112-06-1,,Y,
Heptyl Alcohol, 111-70-6,,Y,
Heptyl Butyrate, 5870-93-9,,Y,
Heptyl Cinnamate, 10032-08-3,,Y,
Heptyl Formate, 112-23-2,,Y,
Heptyl Heptanoate, 624-09-9,,Y,
Heptyl Isobutyrate, 2349-13-5,,Y,
Heptyl Octanoate, 4265-97-8,,Y,
Heptylparaben, 1085-12-7,,Y,
Hesperidin, 520-26-3,,Y,
Hexadecyl Lactate, 35274-05-6,,Y,
Hexamethylene Tetramine,,E 239,,Y
Hexanal, 66-25-1,,Y,
"Hexanal Butane-2,3-Diol Acetal", 155639-75-1,,Y,
Hexanal Dihexyl Acetal, 33673-65-3,,Y,
Hexanal Hexyl Isoamyl Acetal, 896447-13-5,,Y,
"Hexanal Octane-1,3-Diol Acetal", 202188-46-3,,Y,
Hexane, 110-54-3,,Y,
Hexanoic Acid, 142-62-1,,Y,
Hexyl 2-Furoate, 39251-86-0,,Y,
Hexyl 2-Methyl-3(Or 4)-Pentenoate, 977101-05-5,,Y,
Hexyl 2-Methylbutyrate, 10032-15-2,,Y,
Hexyl 3-Mercaptobutanoate, 796857-79-9,,Y,
Hexyl Acetate, 142-92-7,,Y,
Hexyl Alcohol, 111-27-3,,Y,
Hexyl Benzoate, 6789-88-4,,Y,
Hexyl Butyrate, 2639-63-6,,Y,
Hexyl Decanoate, 10448-26-7,,Y,
Hexyl Formate, 629-33-4,,Y,
Hexyl Heptanoate, 1119-06-8,,Y,
Hexyl Hexanoate, 6378-65-0,,Y,
Hexyl Isobutyrate, 2349-07-7,,Y,
Hexyl Isothiocyanate, 6803-40-3,,Y,
Hexyl Isovalerate, 10032-13-0,,Y,
Hexyl Nonanoate, 6561-39-3,,Y,
Hexyl Octanoate, 1117-55-1,,Y,
Hexyl Phenylacetate, 5421-17-0,,Y,
Hexyl Propionate, 2445-76-3,,Y,
Hexyl Trans-2-Hexenoate, 33855-57-1,,Y,
Hexylamine, 111-26-2,,Y,
"Hickory Bark, Extract (Carya Spp.)", 977023-22-5,,Y,
Hickory Smoke Dist., 74113-74-9,,Y,
High Fructose Corn Syrup, 977042-84-4,,Y,
High Viscosity Mineral Oils,,E 905a,,Y
Honeysuckle Extract, 223749-79-9,,Y,
"Hops Extract, Modified", 8016-25-9,,Y,
"Hops, Extract (Humulus Lupulus L.)", 8060-28-4,,Y,
"Hops, Extract Solid (Humulus Lupulus L.)", 977083-25-2,,Y,
"Hops, Oil (Humulus Lupulus L.)", 8007-04-3,,Y,
Horehound (Marrubium Vulgare L.), 977001-59-4,,Y,
Horehound Extract (Marrubium Vulgare L.), 84696-20-8,,Y,
"Horehound Solid, Extract", 977089-41-0,,Y,
"Horsemint Leaves, Extract (Monarda Spp.)", 8006-85-7,,Y,
Horseradish (Armoracia Lapathifolia Gilib.), 977050-94-4,,Y,
Horseradish Oil, 977089-42-1,,Y,
Hyacinth Flowers (Hyacinthus Orientalis L.), 977047-90-7,,Y,
"Hyacinth, Absolute (Hyacinthus Orientalis L.)", 977086-46-6,,Y,
Hydratropic Aldehyde Propylene Glycol Acetal, 67634-23-5,,Y,
Hydrazine, 302-01-2,,Y,
Hydrochloric Acid, 7647-01-0,E 507,Y,Y
Hydrogen,,E 949,,Y
Hydrogen Peroxide, 7722-84-1,,Y,
Hydrogen Sulfide, 7783-06-4,,Y,
Hydrogenated Poly-1-Decene,,E 907,,Y
Hydroquinone Monoethyl Ether, 622-62-8,,Y,
Hydroxy Propyl Distarch Phosphate,,E 1442,,Y
Hydroxy Propyl Starch,,E 1440,,Y
Hydroxy(4-Hydroxy-3-Methoxyphenyl)Acetic Acid, 55-10-7,,Y,
Hydroxyacetone, 116-09-6,,Y,
Hydroxycitronellal, 107-75-5,,Y,
Hydroxycitronellal Diethyl Acetal, 7779-94-4,,Y,
Hydroxycitronellal Dimethyl Acetal, 141-92-4,,Y,
Hydroxycitronellal Propyleneglycol Acetal, 93804-64-9,,Y,
Hydroxycitronellol, 107-74-4,,Y,
Hydroxylated Lecithin, 8029-76-3,,Y,
"Hydroxynonanoic Acid, Delta-Lactone", 3301-94-8,,Y,
Hydroxypropyl Cellulose, 9004-64-2,E 463,Y,Y
Hydroxypropyl Methylcellulose, 9004-65-3,E 464,Y,Y
Hyssop (Hyssopus Officinalis L.), 977001-63-0,,Y,
"Hyssop, Extract (Hyssopus Officinalis L.)", 84603-66-7,,Y,
"Hyssop, Oil (Hyssopus Officinalis L.)", 8006-83-5,,Y,
Iceland Moss (Cetraria Islandica Ach.), 977017-63-2,,Y,
"Immortelle, Absolute (Helichrysum Angustifolium Dc)", 977060-66-4,,Y,
"Immortelle, Extract (Helichrysum Angustifolium Dc.)", 90045-56-0,,Y,
Imperatoria (Peucedanum Ostruthium (L.) Koch (Imperatoria Ostruthium L.)), 977002-32-6,,Y,
"Indigotine, Indigo Carmine",,E 132,,Y
Indole, 120-72-9,,Y,
Inosinic Acid,,E 630,,Y
Inositol, 87-89-8,,Y,
Insoluble Glucose Isomerase Enzyme Preparations, 977085-78-1,,Y,
Invert Sugar, 8013-17-0,,Y,
Invert Sugar Syrup, 977083-54-7,,Y,
Invertase,,E 1103,,Y
Invertase From Saccharomyces Cerevisiae, 977122-97-6,,Y,
Ion Exchange Membranes, 977089-66-9,,Y,
Ion Exchange Resin, 977017-05-2,,Y,
Iron Ammonium Citrate, 1185-57-5,,Y,
Iron Caprylate, 6535-20-2,,Y,
Iron Citrate, 2338-05-8,,Y,
Iron Linoleate, 7779-63-7,,Y,
Iron Naphthenate, 1338-14-3,,Y,
Iron Oxide, 1332-37-2,E 172,Y,Y
Iron Peptonate, 977009-72-5,,Y,
Iron Polyvinylpyrrolidone, 977125-47-5,,Y,
Iron Tallate, 61788-81-6,,Y,
"Iron, Elemental", 7439-89-6,,Y,
Iron-Choline Citrate Complex, 1336-80-7,,Y,
Isoambrettolide, 28645-51-4,,Y,
Isoamyl 2-Methylbutyrate, 27625-35-0,,Y,
Isoamyl 3-(2-Furan)Propionate, 7779-67-1,,Y,
Isoamyl 4-(2-Furan)Butyrate, 7779-66-0,,Y,
Isoamyl Acetate, 123-92-2,,Y,
Isoamyl Acetoacetate, 2308-18-1,,Y,
Isoamyl Alcohol, 123-51-3,,Y,
Isoamyl Benzoate, 94-46-2,,Y,
Isoamyl Butyrate, 106-27-4,,Y,
Isoamyl Cinnamate, 7779-65-9,,Y,
Isoamyl Formate, 110-45-2,,Y,
Isoamyl Hexanoate, 2198-61-0,,Y,
Isoamyl Isobutyrate, 2050-01-3,,Y,
Isoamyl Isothiocyanate, 628-03-5,,Y,
Isoamyl Isovalerate, 659-70-1,,Y,
Isoamyl Laurate, 6309-51-9,,Y,
Isoamyl Levulinate, 71172-75-3,,Y,
Isoamyl Nonanoate, 7779-70-6,,Y,
Isoamyl Octanoate, 2035-99-6,,Y,
Isoamyl Phenethyl Ether, 56011-02-0,,Y,
Isoamyl Phenylacetate, 102-19-2,,Y,
Isoamyl Propionate, 105-68-0,,Y,
Isoamyl Pyruvate, 7779-72-8,,Y,
Isoamyl Salicylate, 87-20-7,,Y,
Isoborneol, 124-76-5,,Y,
Isobornyl 2-Methylbutyrate, 94200-10-9,,Y,
Isobornyl Acetate, 125-12-2,,Y,
Isobornyl Formate, 1200-67-5,,Y,
Isobornyl Isobutyrate, 85586-67-0,,Y,
Isobornyl Isovalerate, 7779-73-9,,Y,
Isobornyl Propionate, 2756-56-1,,Y,
Isobutane, 75-28-5,E 943b,Y,Y
Isobutyl 10-Undecenoate, 5421-27-2,,Y,
Isobutyl 2-Butenoate, 589-66-2,,Y,
Isobutyl 2-Furanpropionate, 105-01-1,,Y,
Isobutyl Acetate, 110-19-0,,Y,
Isobutyl Acetoacetate, 7779-75-1,,Y,
Isobutyl Alcohol, 78-83-1,,Y,
Isobutyl Angelate, 7779-81-9,,Y,
Isobutyl Anthranilate, 7779-77-3,,Y,
Isobutyl Benzoate, 120-50-3,,Y,
Isobutyl Butyrate, 539-90-2,,Y,
Isobutyl Cinnamate, 122-67-8,,Y,
Isobutyl Formate, 542-55-2,,Y,
Isobutyl Heptanoate, 7779-80-8,,Y,
Isobutyl Hexanoate, 105-79-3,,Y,
Isobutyl Isobutyrate, 97-85-8,,Y,
Isobutyl Isothiocyanate, 591-82-2,,Y,
Isobutyl N-Methylanthranilate, 65505-24-0,,Y,
Isobutyl Phenylacetate, 102-13-6,,Y,
Isobutyl Propionate, 540-42-1,,Y,
Isobutyl Salicylate, 87-19-4,,Y,
Isobutylamine, 78-81-9,,Y,
Isobutylene-Isoprene Copolymer, 9010-85-9,,Y,
Isobutyraldehyde, 78-84-2,,Y,
Isobutyric Acid, 79-31-2,,Y,
Isocyclocitral, 1335-66-6,,Y,
Isoeugenol, 97-54-1,,Y,
Isoeugenyl Acetate, 93-29-8,,Y,
Isoeugenyl Benzyl Ether, 120-11-6,,Y,
Isoeugenyl Ethyl Ether, 7784-67-0,,Y,
Isoeugenyl Formate, 7774-96-1,,Y,
Isoeugenyl Methyl Ether, 93-16-3,,Y,
Isoeugenyl Phenylacetate, 120-24-1,,Y,
Isojasmone, 11050-62-7,,Y,
Isomalt,,E 953,,Y
"Isoparaffinic Petroleum Hydrocarbons, Synthetic", 977051-69-6,,Y,
Isopentylamine, 107-85-7,,Y,
Isopentylideneisopentylamine, 35448-31-8,,Y,
Isophorone, 78-59-1,,Y,
Isopropenyl Acetate, 108-22-5,,Y,
Isopropenylpyrazine, 38713-41-6,,Y,
Isopropyl 2-Methylbutyrate, 66576-71-4,,Y,
Isopropyl Acetate, 108-21-4,,Y,
Isopropyl Alcohol, 67-63-0,,Y,
Isopropyl Benzoate, 939-48-0,,Y,
Isopropyl Butyrate, 638-11-9,,Y,
Isopropyl Cinnamate, 7780-06-5,,Y,
Isopropyl Citrate, 39413-05-3,,Y,
Isopropyl Formate, 625-55-8,,Y,
Isopropyl Hexanoate, 2311-46-8,,Y,
Isopropyl Isobutyrate, 617-50-5,,Y,
Isopropyl Isothiocyanate, 2253-73-8,,Y,
Isopropyl Isovalerate, 32665-23-9,,Y,
Isopropyl Myristate, 110-27-0,,Y,
Isopropyl Palmitate, 142-91-6,,Y,
Isopropyl Phenylacetate, 4861-85-2,,Y,
Isopropyl Propionate, 637-78-5,,Y,
